,title,summary,company,today,href
57,"   야구장 응원 풍선, 마트 우산 비닐 '이제 안녕'…계도기간 종료   ",  [세종=뉴시스] 세종시 어진동 정부세종청사 환경부. 2019.09.03. ppkjm@newsis.com [서울=뉴시스] 구무서 기자 = 프로야구 경기장에서의 막대형 비닐 응원봉과 대형마트·백화점 내 빗물 떨어짐을 막기 위한 우산 비닐 등이 사라질 예정이다. 23일 환경부에 따르면...  ,뉴시스, 2023.11.23 ,http://v.daum.net/v/20231123053012524
58,   [SPO 현장]ACL 16강 진출 여부-티켓 확보 고민…잔류 걱정하던 인천 '이젠 안녕'   ,  ▲ '행복 축구'로 올 시즌을 소화 중인 인천 유나이티드. ⓒ한국프로축구연맹 ▲ '행복 축구'로 올 시즌을 소화 중인 인천 유나이티드. ⓒ한국프로축구연맹 ▲ '행복 축구'로 올 시즌을 소화 중인 인천 유나이티드. ⓒ한국프로축구연맹 ▲ '행복 축구'로 올 시즌을...  ,스포티비뉴스, 2023.11.25 ,http://v.daum.net/v/20231125074021556
59,"   [데스크칼럼] 오세훈의 서울시 ""안녕하신지…""   ","  자신의 연인도, 딸의 행복도 지켜주지 못했다는 죄책감에 눈물을 보였을 지도 모를 일이다. ‘오세훈의 서울시’는 행복할까, 안녕할까. 서울을 ‘작은 정부’라고 부른다. 대한민국의 중요한 국가시설은 물론 기업, 사람이 서울에 몰려 있기 때문이다. ‘서울시장...  ",아이뉴스24, 2023.11.03 ,http://v.daum.net/v/20231103060033066
60,   “빅뱅을 이긴 가수” 이지형 ‘뜨거운 안녕’ 열창‥유희열 간접 언급(싱어게인3)   ,  (사진=JTBC ‘싱어게인 시즌3-무명가수전’ 캡처) (사진=JTBC ‘싱어게인 시즌3-무명가수전’ 캡처) [뉴스엔 이하나 기자] ‘뜨거운 안녕’의 이지형이 ‘싱어게인3’에서 아쉽게 탈락했다. 10월 26일 방송된 JTBC ‘싱어게인 시즌3-무명가수전’(이하 ‘싱어게인3...  ,뉴스엔, 2023.10.26 ,http://v.daum.net/v/20231026233805984
61,"   [포토] 라이즈 은석 '안녕, 브리즈'   ",  ‘제18회 W Korea 유방암 인식 향상 캠페인 자선행사’ 포토콜이 24일 오후 서울 중구 포시즌스호텔에서 열렸다. 그룹 라이즈(RIIZE) 은석이 포토타임을 갖고 있다. 더블유코리아는 지난 2006년부터 ‘LOVE YOUR W’ 슬로건을 내걸고 유방암 인식 향상 캠페인을...  ,bnt뉴스, 2023.11.25 ,http://v.daum.net/v/20231125103801246
62,"   [442.told] 중요한 순간마다 그가 있었다...'도비' 디 마리아, 코파 끝으로 대표팀과 안녕   ","  [포포투=한유철] 앙헬 디 마리아가 코파 아메리카 2024를 끝으로 아르헨티나 대표팀 은퇴를 발표했다. 디 마리아는 23일(한국시간) 자신의 SNS를 통해 아르헨티나 대표팀 은퇴를 발표했다. 물론 지금 당장은 아니고, 내년 여름에 펼쳐지는 코파 아메리카를 끝으로...  ",포포투, 2023.11.24 ,http://v.daum.net/v/20231124195502029
63,"   세븐틴 조슈아,'팬들 안녕~' [사진]   ","  [OSEN=인천국제공항, 박준형 기자] 그룹 세븐틴이 27일 오전 인천국제공항을 통해 ‘2023 MAMA Awards in Tokyo(2023 엠넷 마마 어워즈 인 도쿄)’ 일정 참석 차 일본 도쿄 나리타로 출국했다. 세븐틴 조슈아가 출국장으로 이동하고 있다 2023.11.27 / soul1014@osen...  ",OSEN, 2023.11.27 ,http://v.daum.net/v/20231127085538388
64,"   “안녕, 난 토더기야”   ",  경남 김해시의 새 캐릭터 ‘토더기’. 김해시 제공 경남 김해시를 대표할 새 상징물 캐릭터 ‘토더기’가 23일 공개됐다. 김해시는 이날 브랜드 슬로건 ‘돈 워리 김해피(Don’t worry Gimhappy)’와 캐릭터 디자인을 확정해 발표했다. 김해시는 2003년 지정돼 그...  ,동아일보, 2023.11.24 ,http://v.daum.net/v/20231124030232274
65,   ‘잠시만 안녕’…키움 박주홍 김성진 이승호 송정인 김리안 입대   ,"  키움 우완불펜 김성진이 3일 잠실구장에서 열린 2023 프로야구 LG트윈스와 키움히어로즈의 경기 8회말 2사 2,3루 오지환의 안타성 타구를 김혜성이 잡아 실점위기를 막아내자 환호하고 있다. 2023.08.03. 강영조기자 kanjo@sportsseoul.com [스포츠서울 | 황혜정기자...  ",스포츠서울, 2023.11.22 ,http://v.daum.net/v/20231122124055746
66,"   ""안녕 명태야, 안녕 바다야"" 2023 고성통일명태축제 개막   ","  제23회 고성통일명태축제가 지난 26일 개막해 오는 29일까지 4일 동안 거진읍 거진11리 해변 일원에서 열린다. 이번 축제는 '안녕 명태야, 안녕 바다야'라는 주제로 다채로운 체험행사를 마련해 가을바다 정취 만끽할 수 있도록 준비했다. 명태의 본고장이자...  ",노컷뉴스, 2023.10.27 ,http://v.daum.net/v/20231027105105268
67,"   [포토] BTS RM '안녕, 아미'   ",  ‘제18회 W Korea 유방암 인식 향상 캠페인 자선행사’ 포토콜이 24일 오후 서울 중구 포시즌스호텔에서 열렸다. 방탄소년단 RM이 포토타임을 갖고 있다. 더블유코리아는 지난 2006년부터 ‘LOVE YOUR W’ 슬로건을 내걸고 유방암 인식 향상 캠페인을 꾸준히 진행해...  ,bnt뉴스, 2023.11.24 ,http://v.daum.net/v/20231124205105649
68,   '밀수' 작품상 4관왕·이병헌·정유미 주연상..30년 MC 김혜수 '안녕'[제44회 청룡영화상][종합]   ,"  [스타뉴스 | 한해선 기자] /사진=KBS 2TV '제44회 청룡영화상' 방송 캡처 영화 '밀수'가 제44회 청룡영화상에서 작품상, 남자조연상, 여자신인상, 음악상 등 4관왕으로 최다 부문 수상을 거뒀다. 배우 이병헌과 정유미는 남녀주연상의 주인공이 됐다. 제44회 청룡...  ",스타뉴스, 2023.11.24 ,http://v.daum.net/v/20231124232812852
69,"   성리, 오늘(27일) 군 입대…팬들 위한 선물 남기며 잠시만 안녕   ",  성리 입대 / 사진=C2K엔터테인먼트 제공 [스포츠투데이 서지현 기자] 가수 성리가 국방의 의무를 이행한다. 성리는 27일 오후 논산 육군훈련소에 입소해 기초군사훈련을 받은 뒤 군 복무를 시작할 예정이다. 앞서 성리는 이달 4일 진행된 단독 콘서트 '땡스 투...  ,스포츠투데이, 2023.11.27 ,http://v.daum.net/v/20231127073303638
70,"   [제주소식]제주항공우주박물관 ‘안녕, 꼬드롱’ 순회전 등   ","  뉴시스] 이정민 기자 = 제주국제자유도시개발센터(이사장 양영철·JDC)가 운영하는 제주항공우주박물관은 국립항공박물관 순회전 ‘안녕, 꼬드롱’을 10일부터 내년 1월 31일까지 1층 기획전시실에서 진행한다고 9일 밝혔다. 이번 전시는 우리나라 최초의 여성...  ",뉴시스, 2023.11.09 ,http://v.daum.net/v/20231109134850707
71,   도쿄돔서 ‘안녕하세요’ ‘BTS’ 외친 콜드플레이…한국 공연 패싱 이유는?[김선영 기자의 오후에 읽는 도쿄]   ,  돔에서 열린 콜드플레이 일본 공연에서 보컬 크리스 마틴이 방탄소년단(BTS)를 언급하고 있다. 도쿄 = 글·사진 김선영 기자 “‘안녕하세요!’ 한국에서 공연 보러온 분들 고마워요. 그리고 내 친구 BTS(방탄소년단)에게 이 노래를 보냅니다” 세계적인 브릿팝 밴드...  ,문화일보, 2023.11.08 ,http://v.daum.net/v/20231108130908539
72,"   '72년생' 유재석, '78년생' 남궁민에게 '아유 안녕하십니까'. ""내가 형일 걸 알고 있는데도…""   ","  했다. 이에 유재석은 ""저도 얼마 전에 남궁민이 출연하는 '연인'에 잠깐 나왔었다. 남궁민이 저쪽에서 오는데 나도 모르게 '아유 안녕하십니까'라고 인사했다""며 ""내가 형이다. 심지어 내가 형인 걸 알고 있는데도 복장이 그러니까 그렇게 되더라""고 억울해했다...  ",스포츠조선, 2023.11.09 ,http://v.daum.net/v/20231109074204778
73,"   '안녕하세요, 종로구민 여러분'   ",  (서울=연합뉴스) 신준희 기자 = 국민의힘 하태경 의원이 27일 국회에서 종로 출마를 선언하고 있다. 2023.11.27 hama@yna.co.kr (끝) ▶제보는 카톡 okjebo  ,연합뉴스, 2023.11.27 ,http://v.daum.net/v/20231127100305899
74,"   TXT 수빈, 안녕~ [포토엔HD]   ",  [김포국제(강서)=뉴스엔 유용주 기자] 그룹 투모로우바이투게더(TXT)가 11월 26일 오전 ‘2023 MAMA Awards in Tokyo(2023 엠넷 마마 어워즈 인 도쿄)’ 일정 차 서울 강서구 김포국제공항을 통해 일본으로 출국하고 있다. 뉴스엔 유용주 yongju@ 기사제보 및 보도...  ,뉴스엔, 2023.11.26 ,http://v.daum.net/v/20231126091330071
75,"   LGU+, '런닝맨'·'안녕하세요' PD 참여 예능 2편 공개   ","  내편하자'가 지난 6월 첫 공개 후 U+모바일tv에서 8주 연속 1위를 차지한 프로그램이라고 강조했다. KBS 예능 '대국민 토크쇼 안녕하세요'를 연출했던 양자영 PD가 참여했으며 모델 한혜진, 방송인 풍자, 댄서 모니카, 방송인 엄지윤 등이 출연한다. 앞서 스튜디오 X...  ",뉴시스, 2023.11.10 ,http://v.daum.net/v/20231110090022873
76,"   회사에 문제가 있나요? ‘산업보건안전법 41조’, ‘퇴사 사유 정정 신청 제도’ 이것만 알아도 일터가 안녕해질 수 있습니다 [경향시소]   ","  로 시작되는 대자보가 서울의 한 대학에 걸렸던 게 10년 전의 일입니다. 하지만 우리들의 삶도, 일터도 여전히 안녕하지 않습니다. 특히 일터의 안전과 안녕은 수시로 위협받고 있는 것이 사실입니다. 경향신문의 유튜브채널 ‘이런 경향’의 뉴스 해설 콘텐츠...  ",경향신문, 2023.11.02 ,http://v.daum.net/v/20231102185435995
77,"   2022년 10월 29일 이후로 바뀐 ""안녕""의 의미   ","  앞두고 시민들의 추모메시지가 모이고 있다. ⓒ 1029 이태원참사 시민대책회의 지난해 10.29 이태원 참사 이후 서로에게 묻는 '안녕'이란 인사에 조금 더 마음이 담기기 시작했다. ""지금까지 우리가 살던 대한민국은, 서울시는 당연한 듯하게 안부를 묻고 '안녕...  ",오마이뉴스, 2023.10.23 ,http://v.daum.net/v/20231023151201805
78,"   [종합] ‘복면가왕’ 미다스의 손, 유리아 꺾고 4연승...#안녕 얼굴 공개   ","  산책’이 정체가 공개됐는데, 김성주는 “‘복면가왕’에서 얼굴을 최초 공개한다”고 말해 궁금증을 키웠다. 그의 정체는 가수 #안녕이었다. 그는 ‘너의 번호를 누르고’, ‘해요(2022)’ 등의 히트곡을 보유하고 있지만, 본업은 반도체 기업에서 엔지니어로 근무...  ",스타투데이, 2023.11.26 ,http://v.daum.net/v/20231126194201236
79,"   ""멋쟁이 희극인, 안녕""…故 박지선 어느새 3주기[종합]   ","  박지선은 특히나 더 즐겁고 행복하게 여겨졌었다. 그녀가 항상 ‘하하하’ 웃으며 사람들에게 긍정의 에너지를 전달했기 때문이다. 우리가 헤아릴 수 없어 가늠하지 못했던 그녀의 아픔에, 뒤늦은 안부 대신 안녕을 보낸다. / purplish@osen.co.kr [사진] OSEN DB  ",OSEN, 2023.11.02 ,http://v.daum.net/v/20231102122223826
80,"   ""군민 안녕과 풍년 기원합니다""…옥천서 사직제 봉행   ",  옥천읍 문정리 소재 사직단에서 사직제를 봉행하고 있다. (옥천군 제공) /뉴스1 (옥천=뉴스1) 장인수 기자 = 충북 옥천에서 군민 안녕과 풍년을 기원하는 사직제가 봉행됐다. 옥천군과 (사)옥천향토사연구회는 27일 옥천읍 문정리 소재 사직단에서 사직제를 올렸다...  ,뉴스1, 2023.10.27 ,http://v.daum.net/v/20231027123042283
81,"   [새로 나온 책] 안녕, 불안   ",  미국 하버드대를 최우등으로 졸업하고 30대 후반에 실리콘밸리의 한 교회를 담임하던 전도유망한 목회자가 갑자기 공황발작을 겪는다. 급작스러운 호흡 곤란으로 일상 영위가 불가능한 지경까지 이른다. 저자가 겪은 이 모든 일의 근원엔 ‘고기능성 불안’ 증세가...  ,국민일보, 2023.11.24 ,http://v.daum.net/v/20231124030808467
82,"   ‘플라스틱, 이젠 안녕(Bye)!’…조근수 NH농협은행 경남본부장, 바이바이플라스틱 캠페인 참여   ",  바이바이플라스틱 캠페인은 환경부가 선도하고 지방자치단체·기업 등으로 전파돼 범국민 실천운동으로 확산하고 있다. ‘안녕(Bye)’이라는 의미로 양손을 흔드는 동작을 사진촬영하거나 동작과 함께 플라스틱 사용 줄이기를 실천하겠다는 내용의 영상을 촬영해...  ,농민신문, 2023.11.10 ,http://v.daum.net/v/20231110100850492
83,"   안녕 '푸른밤'·'디스크쇼' 귀환, MBC 라디오 가을개편 단행   ","  결정했다는 것이 MBC의 설명이다. 기존 FM4U에서 밤 10시에 방송되던 '푸른밤'은 옥상달빛의 앨범작업 등의 이유로 아쉽지만 안녕을 고하게 됐다. 저녁 8시에서 10시까지 방송하던 '갓세븐(GOT7) 영재의 친한친구'가 밤 12시로 이동하고, 그 자리에는 '윤태진의 FM...  ",티브이데일리, 2023.11.08 ,http://v.daum.net/v/20231108110114696
84,   [TD포토] 조인성-염정아-고민시-박정민 '안녕~'   ,"  티브이데일리 포토 [티브이데일리 안성후 기자] 배우 조인성, 염정아, 고민시, 박정민이 24일 오후 서울 영등포구 여의도 KBS에서 열린 '제44회 청룡영화상' 레드카펫을 밟고 있다. [티브이데일리 안성후 기자 news@tvdaily.co.kr] 티브이데일리 바로가기 www...  ",티브이데일리, 2023.11.24 ,http://v.daum.net/v/20231124212325528
85,   [한강로에서] 2023년에도 ‘안녕들 하십니까’   ,  파업 등 당시 사회를 달군 이슈들에 대해 자신의 생각을 담아 작성한 대자보 글이 그 시초였다. 이후 첫 작성자인 주씨가 쓴 '안녕들 하십니까'라는 제목을 똑같이 붙인 글들이 지방의 대학 캠퍼스와 버스 정류장까지 뒤덮으며 큰 화제가 되었다. 주씨가 자신의...  ,시사저널, 2023.10.09 ,http://v.daum.net/v/20231009080802973
86,"   얼음장 같은 아침, 잠시만 안녕   ",  아침 기온이 영하권으로 내려간 12일 서울 종로구 경복궁을 찾은 외국인 관광객들이 방한용품을 착용하고 있다. 2023.11.12 권도현 기자 코끝이 찡한 아침 추위가 사흘 정도 쉬어간다. 대학수학능력시험이 시행되는 오는 16일 강원 산지에는 눈이 올 수도 있다...  ,경향신문, 2023.11.14 ,http://v.daum.net/v/20231114145512796
87,"   레드벨벳 예리, '이제 안녕 [사진]   ",  [OSEN=지형준 기자] 27일 오전 서울 여의도 더현대에서 럭셔리 브랜드 포토행사가 열렸다. 레드벨벳 예리가 포토타임을 하고 있다. 2023.11.27 / jpnews.osen.co.kr  ,OSEN, 2023.11.27 ,http://v.daum.net/v/20231127102231871
88,"   ""안녕하세요"" 인사해도 ""머리 아프게 하지마""…아이들 다그친 교사   ","  또 수업시간이 돼 아이들이 교실로 들어오자 복도로 불러 ""선생님 머리 아프게 하지 말라""고 야단쳤다. 같은 해 5월 한 아이가 ""안녕하세요""라고 인사를 하자 A씨는 또 ""선생님 머리 아프게 하니""라고 말하고, 다시 스포츠실로 데려가 ""선생님 머리 아프게 하지마...  ",뉴스1, 2023.11.04 ,http://v.daum.net/v/20231104105233838
89,   이동욱 '안녕하세요'[★포토]   ,  [스타뉴스 | 인천국제공항=임성균 기자] 이동욱 '안녕하세요'[★포토] 배우 이동욱이 싱가포르에서 열리는 샘소나이트 행사 참석을 위해 29일 오후 인천국제공항을 통해 출국하고 있다. 2023.10.29 인천국제공항=임성균 기자 tjdrbs23@mt.co.kr  ,스타뉴스, 2023.10.29 ,http://v.daum.net/v/20231029172237557
90,   [중국읽기] 애플은 중국에서 안녕한가?   ,  애플 밀어내기’로 받아들여졌기 때문이다. 잽 수준의 견제에도 애플은 카운터 펀치급 충격을 받는다. “애플은 과연 중국에서 안녕할 것인가?”라는 의문이 제기되는 이유다. 애플 CEO 팀 쿡(왼쪽)이 지난 19일 베이징에서 딩쉐샹(丁薛祥) 중국 부총리와 만나고...  ,중앙일보, 2023.10.23 ,http://v.daum.net/v/20231023003657906
91,   '뜨거운 안녕' 김혜수   ,  (서울=연합뉴스) 24일 오후 서울 여의도 KBS홀에서 열린 제44회 청룡영화상 시상식에서 배우 김혜수가 트로피를 들고 유연석과 포즈를 취하고 있다. 2023.11.25 [스포츠조선 제공. 재판매 및 DB 금지] photo@yna.co.kr (끝) ▶제보는 카톡 okjebo  ,연합뉴스, 2023.11.25 ,http://v.daum.net/v/20231125001008370
92,"   황재균에 '잠시만 안녕' 선언 손아섭 ""연락 와도 답장 안 합니다"" [PO5]   ","  (엑스포츠뉴스 수원, 김지수 기자) NC 다이노스 '캡틴' 손아섭이 절친한 선배 KT 위즈 황재균을 향해 '잠시만 안녕'을 선언했다. 팀의 한국시리즈 진출과 자신의 경기력 유지를 위해서라도 만남을 피하겠다고 목소리를 높였다. NC는 5일 수원 KT위즈파크에서 2023...  ",엑스포츠뉴스, 2023.11.05 ,http://v.daum.net/v/20231105140003839
93,   한지민X박해수가 전하는 고래야 안녕?(고래와 나)[종합]   ,"  박해수(왼쪽)-한지민. SBS 인간과 고래, 그리고 그들이 살고있는 거대한 자연을 한지민 박해수의 목소리로 전한다.SBS 창사특집 다큐멘터리 ‘고래와 나’(연출 : 이큰별. 이은솔) 제작발표회가 인천 파라다이스 시티에서 진행됐다. 내레이션을 맡은 박해수, 한지민...  ",스포츠경향, 2023.11.17 ,http://v.daum.net/v/20231117160307543
94,   [T포토] 셔누 '몬베베 안녕'   ,  [TV리포트=오민아 기자] 그룹 '몬스타엑스' 셔누가 24일 오후 서울 종로구 포시즌스호텔서울에서 열린 '제18회 더블유 코리아 (W korea) 유방암 인식 향상 캠페인' 포토 행사에 참석해 포즈를 취하고 있다. 오민아 기자 alsdk7385@tvreport.co.kr  ,TV리포트, 2023.11.24 ,http://v.daum.net/v/20231124221200657
95,"   ‘디젤 안녕’ 현대차, LPG 엔진 얹은 포터Ⅱ 출시… 2039만~2260만원   ",  현대차는 22일 LPG(액화석유가스) 터보 엔진을 얹은 1t(톤)급 트럭 2024년형 포터Ⅱ를 출시했다고 밝혔다. LPG 터보 엔진을 장착한 2024년형 포터Ⅱ. /현대차 제공 2024년형 포터Ⅱ는 기존 2.5L(리터) 디젤(경유) 엔진을 대체해 새로 개발한 스마트스트림 LPG 2.5L...  ,조선비즈, 2023.11.22 ,http://v.daum.net/v/20231122092500731
96,"   부디, 그날 밤을 기억하는 모두의 오늘이 안녕하기를   ","  29 기억과 안전의 길’을 안내하는 동판이 설치돼 있다. 김정효 기자 hyopd@hani.co.kr ‘부디, 그날 밤을 기억하는 모두의 오늘이 안녕하기를 바랍니다.’ 지난해 10월29일 이태원 참사가 발생한 좁은 골목이 ‘10·29 기억과 안전의 길’이라는 새 이름을 얻고...  ",한겨레, 2023.10.26 ,http://v.daum.net/v/20231026153004432
97,"   중랑문화재단, 어린이 참여형 예술교육 '안녕? 물방울!' 운영   ",  기자 = 서울 중랑구는 중랑문화재단이 이달부터 5~7세 유아를 대상으로 하는 참여형 예술교육 프로그램 '안녕?물방울!' 운영을 시작했다고 26일 밝혔다. '안녕? 물방울!'은 5~7세 유아들이 예술을 경험함으로써 아름다움과 예술에 관심을 가지고 창의적 표현을...  ,뉴스1, 2023.10.26 ,http://v.daum.net/v/20231026155346531
98,"   부산시, 복지기본계획 '안녕한 부산' 수립...4년간 4조3910억 투입   ","  bsnews3@pressian.co)]시민이 안부를 묻고 연결되고, 시민이 걱정 없이 편안하며, 시민이 건강하고 행복한 부산시 복지 브랜드 '안녕한 부산'이 공식 탄생했다. 부산시는 민선8기 복지정책 방향과 전략을 담은 '안녕한 부산' 복지 기본계획(2023~2026년)을 수립...  ",프레시안, 2023.10.19 ,http://v.daum.net/v/20231019084656505
99,"   절박함이 사는 집, 나의 일부가 된 집…당신의 집·삶은 안녕하신가요   ","  축복을 비는 마음’은 바로 이런 현실에 발붙인 이야기들로 집이라는 공간을 통해 그 안에서 살아가는 ‘나’와 ‘당신’의 안녕을 묻는다. 소설집은 2021·2022년 젊은작가상 수상작인 ‘목화맨션’과 ‘미애’, 지난해 김유정문학상 수상작인 ‘축복을 비는 마음...  ",서울신문, 2023.11.09 ,http://v.daum.net/v/20231109160004946
